candidateid,positionid,jobtitle,applicationdate,source,stage,dateatstage,application_year,application_month,application_quarter,application_month_name,application_day_of_week,stage_number,is_applied,is_screened,is_interview1,is_interview2,is_offer,is_hired,is_rejected,is_linkedin,is_indeed,is_referral,is_company_website,is_job_fair,days_in_process,applications_per_position,hires_per_position,rejections_per_position,stage_count,furthest_stage,application_season,recruitment_outcome
CAND-5084,POS-121,Operations,2025-08-28,Company Website,Applied,2025-08-28,2025,8,3,August,Thursday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,26,1,7,2,1,Summer,In Progress - Early
CAND-5084,POS-121,Operations,2025-08-28,Company Website,Applied,2025-08-28,2025,8,3,August,Thursday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,26,1,7,2,1,Summer,In Progress - Early
CAND-5088,POS-121,Operations,2025-08-28,Employee Referral,Rejected,2025-09-20,2025,8,3,August,Thursday,7,0,0,0,0,0,0,1,0,0,1,0,0,23.0,26,1,7,1,7,Summer,Rejected
CAND-5089,POS-121,Unknown,2025-09-23,Indeed,Applied,2025-09-23,2025,9,3,September,Tuesday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,26,1,7,1,1,Fall,In Progress - Early
CAND-5090,POS-121,Operations,2025-09-23,Linkedin,Screened,2025-09-29,2025,9,3,September,Tuesday,2,0,1,0,0,0,0,0,1,0,0,0,0,6.0,26,1,7,1,2,Fall,In Progress - Early
CAND-5098,POS-121,Operations,2025-10-10,Unknown,Applied,2025-10-10,2025,10,4,October,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,26,1,7,1,1,Fall,In Progress - Early
CAND-5100,POS-121,Operations,2025-10-10,Job Fair,Unknown,2025-10-23,2025,10,4,October,Friday,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,26,1,7,2,3,Fall,Unknown
CAND-5100,POS-121,Operations,2025-10-10,Job Fair,Interview 1,2025-10-23,2025,10,4,October,Friday,3,0,0,1,0,0,0,0,0,0,0,0,1,13.0,26,1,7,2,3,Fall,In Progress - Advanced
CAND-5105,POS-121,Operations,2025-10-14,Linkedin,Screened,2025-10-20,2025,10,4,October,Tuesday,2,0,1,0,0,0,0,0,1,0,0,0,0,6.0,26,1,7,1,2,Fall,In Progress - Early
CAND-5106,POS-121,Operations,2025-10-14,Job Fair,Rejected,2025-10-22,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,0,0,0,1,8.0,26,1,7,1,7,Fall,Rejected
CAND-5145,POS-122,Qc,2025-07-07,Job Fair,Applied,2025-07-07,2025,7,3,July,Monday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,36,3,8,1,1,Summer,In Progress - Early
CAND-5148,POS-122,Qc,2025-07-07,Linkedin,Screened,2025-07-13,2025,7,3,July,Monday,2,0,1,0,0,0,0,0,1,0,0,0,0,6.0,36,3,8,1,2,Summer,In Progress - Early
CAND-5149,POS-122,Qc,2025-07-07,Company Website,Unknown,2025-07-17,2025,7,3,July,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,36,3,8,2,3,Summer,Unknown
CAND-5149,POS-122,Qc,2025-07-07,Company Website,Interview 1,2025-07-17,2025,7,3,July,Monday,3,0,0,1,0,0,0,0,0,0,0,1,0,10.0,36,3,8,2,3,Summer,In Progress - Advanced
CAND-5151,POS-122,Qc,2025-07-07,Linkedin,Offer,,2025,7,3,July,Monday,5,0,0,0,0,1,0,0,1,0,0,0,0,0.0,36,3,8,1,5,Summer,Offer Stage
CAND-5152,POS-122,Qc,2025-07-07,Linkedin,Hired,,2025,7,3,July,Monday,6,0,0,0,0,0,1,0,1,0,0,0,0,0.0,36,3,8,1,6,Summer,Hired
CAND-5153,POS-122,Qc,2025-07-08,Company Website,Unknown,2025-07-08,2025,7,3,July,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,36,3,8,1,0,Summer,Unknown
CAND-5155,POS-122,Qc,2025-07-08,Indeed,Unknown,2025-07-17,2025,7,3,July,Tuesday,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,36,3,8,1,0,Summer,Unknown
CAND-5156,POS-122,Qc,2025-07-08,Company Website,Interview 2,2025-07-22,2025,7,3,July,Tuesday,4,0,0,0,1,0,0,0,0,0,0,1,0,14.0,36,3,8,1,4,Summer,In Progress - Advanced
CAND-5158,POS-122,Qc,2025-07-08,Employee Referral,Hired,2025-07-31,2025,7,3,July,Tuesday,6,0,0,0,0,0,1,0,0,0,1,0,0,23.0,36,3,8,1,6,Summer,Hired
CAND-5121,POS-122,Qc,2025-07-11,Unknown,Unknown,2025-07-13,2025,7,3,July,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,36,3,8,2,2,Summer,Unknown
CAND-5121,POS-122,Qc,2025-07-11,Employee Referral,Screened,2025-07-13,2025,7,3,July,Friday,2,0,1,0,0,0,0,0,0,0,1,0,0,2.0,36,3,8,2,2,Summer,In Progress - Early
CAND-5122,POS-122,Qc,2025-07-11,Job Fair,Interview 1,2025-07-18,2025,7,3,July,Friday,3,0,0,1,0,0,0,0,0,0,0,0,1,7.0,36,3,8,1,3,Summer,In Progress - Advanced
CAND-5162,POS-122,Qc,2025-07-22,Indeed,Applied,2025-07-22,2025,7,3,July,Tuesday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,36,3,8,1,1,Summer,In Progress - Early
CAND-5164,POS-122,Qc,2025-07-22,Job Fair,Interview 1,2025-07-31,2025,7,3,July,Tuesday,3,0,0,1,0,0,0,0,0,0,0,0,1,9.0,36,3,8,1,3,Summer,In Progress - Advanced
CAND-5166,POS-122,Qc,2025-07-22,Unknown,Offer,2025-08-13,2025,7,3,July,Tuesday,5,0,0,0,0,1,0,0,0,0,0,0,0,22.0,36,3,8,1,5,Summer,Offer Stage
CAND-5139,POS-122,Qc,2025-07-30,Unknown,Screened,2025-08-02,2025,7,3,July,Wednesday,2,0,1,0,0,0,0,0,0,0,0,0,0,3.0,36,3,8,1,2,Summer,In Progress - Early
CAND-5140,POS-122,Qc,2025-07-30,Unknown,Interview 1,2025-08-09,2025,7,3,July,Wednesday,3,0,0,1,0,0,0,0,0,0,0,0,0,10.0,36,3,8,2,3,Summer,In Progress - Advanced
CAND-5140,POS-122,Qc,2025-07-30,Indeed,Interview 1,2025-08-09,2025,7,3,July,Wednesday,3,0,0,1,0,0,0,0,0,1,0,0,0,10.0,36,3,8,2,3,Summer,In Progress - Advanced
CAND-5141,POS-122,Qc,2025-07-30,Linkedin,Interview 2,2025-08-13,2025,7,3,July,Wednesday,4,0,0,0,1,0,0,0,1,0,0,0,0,14.0,36,3,8,1,4,Summer,In Progress - Advanced
CAND-5125,POS-122,Qc,2025-08-11,Indeed,Applied,2025-08-11,2025,8,3,August,Monday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,36,3,8,1,1,Summer,In Progress - Early
CAND-5128,POS-122,Qc,2025-08-11,Employee Referral,Screened,2025-08-13,2025,8,3,August,Monday,2,0,1,0,0,0,0,0,0,0,1,0,0,2.0,36,3,8,2,2,Summer,In Progress - Early
CAND-5128,POS-122,Qc,2025-08-11,Employee Referral,Screened,2025-08-13,2025,8,3,August,Monday,2,0,1,0,0,0,0,0,0,0,1,0,0,2.0,36,3,8,2,2,Summer,In Progress - Early
CAND-5132,POS-122,Qc,2025-09-03,Unknown,Unknown,2025-09-03,2025,9,3,September,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,36,3,8,1,0,Fall,Unknown
CAND-5133,POS-122,Qc,2025-09-03,Company Website,Unknown,2025-09-07,2025,9,3,September,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,36,3,8,1,0,Fall,Unknown
CAND-5137,POS-122,Qc,2025-09-03,Job Fair,Hired,2025-10-01,2025,9,3,September,Wednesday,6,0,0,0,0,0,1,0,0,0,0,0,1,28.0,36,3,8,1,6,Fall,Hired
CAND-5168,POS-122,Qc,2025-09-06,Unknown,Applied,,2025,9,3,September,Saturday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,36,3,8,1,1,Fall,In Progress - Early
CAND-5169,POS-122,Qc,2025-09-06,Unknown,Rejected,2025-09-11,2025,9,3,September,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,0,5.0,36,3,8,1,7,Fall,Rejected
CAND-5131,POS-122,Qc,2025-10-02,Employee Referral,Rejected,2025-10-02,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,36,3,8,1,7,Fall,Rejected
CAND-5117,POS-122,Qc,2025-10-03,Company Website,Rejected,2025-10-03,2025,10,4,October,Friday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,36,3,8,2,7,Fall,Rejected
CAND-5117,POS-122,Qc,2025-10-03,Company Website,Rejected,2025-10-03,2025,10,4,October,Friday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,36,3,8,2,7,Fall,Rejected
CAND-5144,POS-122,Qc,2025-10-04,Linkedin,Rejected,2025-10-10,2025,10,4,October,Saturday,7,0,0,0,0,0,0,1,1,0,0,0,0,6.0,36,3,8,1,7,Fall,Rejected
CAND-5159,POS-122,Qc,2025-10-04,Job Fair,Applied,2025-10-04,2025,10,4,October,Saturday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,36,3,8,1,1,Fall,In Progress - Early
CAND-5160,POS-122,Qc,2025-10-04,Job Fair,Rejected,2025-10-11,2025,10,4,October,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,1,7.0,36,3,8,1,7,Fall,Rejected
CAND-5161,POS-122,Qc,2025-10-14,Indeed,Rejected,2025-10-14,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,36,3,8,1,7,Fall,Rejected
CAND-5119,POS-122,Qc,2025-10-16,Unknown,Rejected,2025-10-18,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,0,0,2.0,36,3,8,1,7,Fall,Rejected
CAND-5193,POS-123,Qc,2025-09-09,Job Fair,Rejected,2025-09-11,2025,9,3,September,Tuesday,7,0,0,0,0,0,0,1,0,0,0,0,1,2.0,22,5,2,1,7,Fall,Rejected
CAND-5170,POS-123,Qc,2025-09-14,Unknown,Rejected,2025-09-14,2025,9,3,September,Sunday,7,0,0,0,0,0,0,1,0,0,0,0,0,0.0,22,5,2,1,7,Fall,Rejected
CAND-5171,POS-123,Qc,2025-09-26,Employee Referral,Applied,2025-09-26,2025,9,3,September,Friday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,22,5,2,1,1,Fall,In Progress - Early
CAND-5174,POS-123,Qc,2025-09-26,Company Website,Screened,2025-09-30,2025,9,3,September,Friday,2,0,1,0,0,0,0,0,0,0,0,1,0,4.0,22,5,2,1,2,Fall,In Progress - Early
CAND-5175,POS-123,Qc,2025-09-26,Job Fair,Interview 1,2025-10-02,2025,9,3,September,Friday,3,0,0,1,0,0,0,0,0,0,0,0,1,6.0,22,5,2,1,3,Fall,In Progress - Advanced
CAND-5177,POS-123,Qc,2025-09-26,Linkedin,Offer,2025-10-11,2025,9,3,September,Friday,5,0,0,0,0,1,0,0,1,0,0,0,0,15.0,22,5,2,1,5,Fall,Offer Stage
CAND-5195,POS-123,Qc,2025-09-30,Indeed,Unknown,2025-10-05,2025,9,3,September,Tuesday,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,22,5,2,1,0,Fall,Unknown
CAND-5185,POS-123,Qc,2025-10-08,Employee Referral,Applied,2025-10-08,2025,10,4,October,Wednesday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,22,5,2,1,1,Fall,In Progress - Early
CAND-5188,POS-123,Qc,2025-10-08,Unknown,Interview 2,2025-10-19,2025,10,4,October,Wednesday,4,0,0,0,1,0,0,0,0,0,0,0,0,11.0,22,5,2,1,4,Fall,In Progress - Advanced
CAND-5190,POS-123,Unknown,2025-10-08,Linkedin,Hired,2025-10-24,2025,10,4,October,Wednesday,6,0,0,0,0,0,1,0,1,0,0,0,0,16.0,22,5,2,1,6,Fall,Hired
CAND-5197,POS-123,Qc,2025-10-16,Employee Referral,Applied,2025-10-16,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,22,5,2,1,1,Fall,In Progress - Early
CAND-5199,POS-123,Qc,2025-10-16,Job Fair,Interview 1,2025-10-25,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,0,0,0,1,9.0,22,5,2,1,3,Fall,In Progress - Advanced
CAND-5200,POS-123,Qc,2025-10-16,Employee Referral,Interview 2,2025-10-31,2025,10,4,October,Thursday,4,0,0,0,1,0,0,0,0,0,1,0,0,15.0,22,5,2,1,4,Fall,In Progress - Advanced
CAND-5201,POS-123,Qc,2025-10-16,Job Fair,Unknown,2025-11-04,2025,10,4,October,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,22,5,2,1,0,Fall,Unknown
CAND-5202,POS-123,Unknown,2025-10-16,Unknown,Hired,2025-11-09,2025,10,4,October,Thursday,6,0,0,0,0,0,1,0,0,0,0,0,0,24.0,22,5,2,2,6,Fall,Hired
CAND-5202,POS-123,Qc,2025-10-16,Linkedin,Hired,2025-11-09,2025,10,4,October,Thursday,6,0,0,0,0,0,1,0,1,0,0,0,0,24.0,22,5,2,2,6,Fall,Hired
CAND-5179,POS-123,Unknown,2025-10-20,Company Website,Applied,2025-10-20,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,22,5,2,1,1,Fall,In Progress - Early
CAND-5180,POS-123,Qc,2025-10-20,Company Website,Screened,,2025,10,4,October,Monday,2,0,1,0,0,0,0,0,0,0,0,1,0,0.0,22,5,2,1,2,Fall,In Progress - Early
CAND-5181,POS-123,Qc,2025-10-20,Job Fair,Interview 1,2025-10-31,2025,10,4,October,Monday,3,0,0,1,0,0,0,0,0,0,0,0,1,11.0,22,5,2,2,3,Fall,In Progress - Advanced
CAND-5181,POS-123,Qc,2025-10-20,Job Fair,Interview 1,2025-10-31,2025,10,4,October,Monday,3,0,0,1,0,0,0,0,0,0,0,0,1,11.0,22,5,2,2,3,Fall,In Progress - Advanced
CAND-5184,POS-123,Qc,2025-10-20,Unknown,Hired,2025-11-14,2025,10,4,October,Monday,6,0,0,0,0,0,1,0,0,0,0,0,0,25.0,22,5,2,2,6,Fall,Hired
CAND-5184,POS-123,Qc,2025-10-20,Employee Referral,Hired,2025-11-14,2025,10,4,October,Monday,6,0,0,0,0,0,1,0,0,0,1,0,0,25.0,22,5,2,2,6,Fall,Hired
CAND-5222,POS-124,Marketing,2025-09-29,Company Website,Rejected,2025-09-29,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,23,1,3,1,7,Fall,Rejected
CAND-5207,POS-124,Marketing,2025-10-01,Unknown,Screened,2025-10-06,2025,10,4,October,Wednesday,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,23,1,3,1,2,Fall,In Progress - Early
CAND-5208,POS-124,Marketing,2025-10-01,Linkedin,Interview 1,2025-10-08,2025,10,4,October,Wednesday,3,0,0,1,0,0,0,0,1,0,0,0,0,7.0,23,1,3,1,3,Fall,In Progress - Advanced
CAND-5209,POS-124,Unknown,2025-10-01,Indeed,Interview 2,2025-10-10,2025,10,4,October,Wednesday,4,0,0,0,1,0,0,0,0,1,0,0,0,9.0,23,1,3,1,4,Fall,In Progress - Advanced
CAND-5210,POS-124,Unknown,2025-10-01,Linkedin,Offer,2025-10-12,2025,10,4,October,Wednesday,5,0,0,0,0,1,0,0,1,0,0,0,0,11.0,23,1,3,1,5,Fall,Offer Stage
CAND-5211,POS-124,Marketing,2025-10-01,Employee Referral,Unknown,2025-10-17,2025,10,4,October,Wednesday,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0,23,1,3,1,0,Fall,Unknown
CAND-5218,POS-124,Marketing,2025-10-03,Linkedin,Applied,2025-10-03,2025,10,4,October,Friday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,23,1,3,1,1,Fall,In Progress - Early
CAND-5219,POS-124,Marketing,2025-10-03,Indeed,Unknown,2025-10-10,2025,10,4,October,Friday,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,23,1,3,1,0,Fall,Unknown
CAND-5221,POS-124,Marketing,2025-10-03,Indeed,Rejected,2025-10-03,2025,10,4,October,Friday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,23,1,3,1,7,Fall,Rejected
CAND-5234,POS-124,Unknown,2025-10-15,Company Website,Applied,,2025,10,4,October,Wednesday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,23,1,3,1,1,Fall,In Progress - Early
CAND-5231,POS-124,Unknown,2025-10-16,Indeed,Applied,2025-10-16,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,23,1,3,1,1,Fall,In Progress - Early
CAND-5204,POS-124,Marketing,2025-10-21,Employee Referral,Applied,2025-10-21,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,23,1,3,1,1,Fall,In Progress - Early
CAND-5205,POS-124,Marketing,2025-10-21,Job Fair,Rejected,2025-10-28,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,0,0,0,1,7.0,23,1,3,1,7,Fall,Rejected
CAND-5212,POS-124,Marketing,2025-10-21,Linkedin,Applied,2025-10-21,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,23,1,3,1,1,Fall,In Progress - Early
CAND-5213,POS-124,Marketing,2025-10-21,Company Website,Screened,2025-10-25,2025,10,4,October,Tuesday,2,0,1,0,0,0,0,0,0,0,0,1,0,4.0,23,1,3,1,2,Fall,In Progress - Early
CAND-5214,POS-124,Marketing,2025-10-21,Unknown,Interview 1,2025-10-28,2025,10,4,October,Tuesday,3,0,0,1,0,0,0,0,0,0,0,0,0,7.0,23,1,3,1,3,Fall,In Progress - Advanced
CAND-5216,POS-124,Marketing,2025-10-21,Employee Referral,Offer,2025-11-07,2025,10,4,October,Tuesday,5,0,0,0,0,1,0,0,0,0,1,0,0,17.0,23,1,3,1,5,Fall,Offer Stage
CAND-5224,POS-124,Marketing,2025-10-27,Indeed,Applied,2025-10-27,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,23,1,3,1,1,Fall,In Progress - Early
CAND-5225,POS-124,Marketing,2025-10-27,Job Fair,Screened,2025-10-31,2025,10,4,October,Monday,2,0,1,0,0,0,0,0,0,0,0,0,1,4.0,23,1,3,1,2,Fall,In Progress - Early
CAND-5226,POS-124,Marketing,2025-10-27,Company Website,Interview 1,,2025,10,4,October,Monday,3,0,0,1,0,0,0,0,0,0,0,1,0,0.0,23,1,3,1,3,Fall,In Progress - Advanced
CAND-5227,POS-124,Marketing,2025-10-27,Company Website,Interview 2,2025-11-07,2025,10,4,October,Monday,4,0,0,0,1,0,0,0,0,0,0,1,0,11.0,23,1,3,1,4,Fall,In Progress - Advanced
CAND-5228,POS-124,Marketing,2025-10-27,Unknown,Offer,2025-11-10,2025,10,4,October,Monday,5,0,0,0,0,1,0,0,0,0,0,0,0,14.0,23,1,3,1,5,Fall,Offer Stage
CAND-5229,POS-124,Marketing,2025-10-27,Job Fair,Hired,2025-11-15,2025,10,4,October,Monday,6,0,0,0,0,0,1,0,0,0,0,0,1,19.0,23,1,3,1,6,Fall,Hired
CAND-5236,POS-125,Marketing,2025-08-05,Employee Referral,Applied,2025-08-05,2025,8,3,August,Tuesday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,28,1,7,1,1,Summer,In Progress - Early
CAND-5237,POS-125,Marketing,2025-08-05,Company Website,Rejected,2025-08-08,2025,8,3,August,Tuesday,7,0,0,0,0,0,0,1,0,0,0,1,0,3.0,28,1,7,2,7,Summer,Rejected
CAND-5237,POS-125,Marketing,2025-08-05,Company Website,Rejected,2025-08-08,2025,8,3,August,Tuesday,7,0,0,0,0,0,0,1,0,0,0,1,0,3.0,28,1,7,2,7,Summer,Rejected
CAND-5273,POS-125,Marketing,2025-08-15,Indeed,Applied,2025-08-15,2025,8,3,August,Friday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,28,1,7,2,1,Summer,In Progress - Early
CAND-5273,POS-125,Marketing,2025-08-15,Indeed,Applied,2025-08-15,2025,8,3,August,Friday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,28,1,7,2,1,Summer,In Progress - Early
CAND-5275,POS-125,Marketing,2025-08-15,Company Website,Interview 1,2025-08-29,2025,8,3,August,Friday,3,0,0,1,0,0,0,0,0,0,0,1,0,14.0,28,1,7,1,3,Summer,In Progress - Advanced
CAND-5277,POS-125,Unknown,2025-08-15,Indeed,Offer,2025-09-09,2025,8,3,August,Friday,5,0,0,0,0,1,0,0,0,1,0,0,0,25.0,28,1,7,2,5,Summer,Offer Stage
CAND-5277,POS-125,Marketing,2025-08-15,Indeed,Offer,2025-09-09,2025,8,3,August,Friday,5,0,0,0,0,1,0,0,0,1,0,0,0,25.0,28,1,7,2,5,Summer,Offer Stage
CAND-5244,POS-125,Unknown,2025-08-20,Unknown,Screened,2025-08-24,2025,8,3,August,Wednesday,2,0,1,0,0,0,0,0,0,0,0,0,0,4.0,28,1,7,1,2,Summer,In Progress - Early
CAND-5246,POS-125,Marketing,2025-08-20,Unknown,Interview 2,2025-08-31,2025,8,3,August,Wednesday,4,0,0,0,1,0,0,0,0,0,0,0,0,11.0,28,1,7,2,4,Summer,In Progress - Advanced
CAND-5246,POS-125,Marketing,2025-08-20,Indeed,Interview 2,2025-08-31,2025,8,3,August,Wednesday,4,0,0,0,1,0,0,0,0,1,0,0,0,11.0,28,1,7,2,4,Summer,In Progress - Advanced
CAND-5268,POS-125,Marketing,2025-08-23,Job Fair,Applied,2025-08-23,2025,8,3,August,Saturday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,28,1,7,1,1,Summer,In Progress - Early
CAND-5269,POS-125,Marketing,2025-08-23,Employee Referral,Rejected,2025-08-27,2025,8,3,August,Saturday,7,0,0,0,0,0,0,1,0,0,1,0,0,4.0,28,1,7,1,7,Summer,Rejected
CAND-5254,POS-125,Unknown,2025-08-24,Indeed,Rejected,2025-08-27,2025,8,3,August,Sunday,7,0,0,0,0,0,0,1,0,1,0,0,0,3.0,28,1,7,1,7,Summer,Rejected
CAND-5256,POS-125,Marketing,2025-09-07,Linkedin,Screened,2025-09-10,2025,9,3,September,Sunday,2,0,1,0,0,0,0,0,1,0,0,0,0,3.0,28,1,7,1,2,Fall,In Progress - Early
CAND-5257,POS-125,Marketing,2025-09-07,Indeed,Interview 1,2025-09-16,2025,9,3,September,Sunday,3,0,0,1,0,0,0,0,0,1,0,0,0,9.0,28,1,7,1,3,Fall,In Progress - Advanced
CAND-5258,POS-125,Marketing,2025-09-07,Job Fair,Interview 2,2025-09-20,2025,9,3,September,Sunday,4,0,0,0,1,0,0,0,0,0,0,0,1,13.0,28,1,7,1,4,Fall,In Progress - Advanced
CAND-5239,POS-125,Marketing,2025-09-14,Unknown,Applied,2025-09-14,2025,9,3,September,Sunday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,28,1,7,1,1,Fall,In Progress - Early
CAND-5240,POS-125,Marketing,2025-09-14,Linkedin,Screened,2025-09-16,2025,9,3,September,Sunday,2,0,1,0,0,0,0,0,1,0,0,0,0,2.0,28,1,7,1,2,Fall,In Progress - Early
CAND-5241,POS-125,Marketing,2025-09-14,Company Website,Interview 1,2025-09-23,2025,9,3,September,Sunday,3,0,0,1,0,0,0,0,0,0,0,1,0,9.0,28,1,7,1,3,Fall,In Progress - Advanced
CAND-5242,POS-125,Marketing,2025-09-14,Linkedin,Rejected,2025-09-27,2025,9,3,September,Sunday,7,0,0,0,0,0,0,1,1,0,0,0,0,13.0,28,1,7,1,7,Fall,Rejected
CAND-5248,POS-125,Marketing,2025-10-01,Indeed,Applied,2025-10-01,2025,10,4,October,Wednesday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,28,1,7,1,1,Fall,In Progress - Early
CAND-5251,POS-125,Marketing,2025-10-03,Employee Referral,Rejected,2025-10-03,2025,10,4,October,Friday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,28,1,7,2,7,Fall,Rejected
CAND-5251,POS-125,Marketing,2025-10-03,Employee Referral,Rejected,2025-10-03,2025,10,4,October,Friday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,28,1,7,2,7,Fall,Rejected
CAND-5260,POS-125,Marketing,2025-10-11,Indeed,Applied,2025-10-11,2025,10,4,October,Saturday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,28,1,7,1,1,Fall,In Progress - Early
CAND-5262,POS-125,Marketing,2025-10-11,Job Fair,Interview 1,2025-10-18,2025,10,4,October,Saturday,3,0,0,1,0,0,0,0,0,0,0,0,1,7.0,28,1,7,1,3,Fall,In Progress - Advanced
CAND-5265,POS-125,Marketing,2025-10-11,Linkedin,Hired,2025-10-27,2025,10,4,October,Saturday,6,0,0,0,0,0,1,0,1,0,0,0,0,16.0,28,1,7,1,6,Fall,Hired
CAND-5266,POS-125,Marketing,2025-10-20,Linkedin,Applied,2025-10-20,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,28,1,7,1,1,Fall,In Progress - Early
CAND-5297,POS-126,Operations,2025-08-01,Job Fair,Screened,2025-08-03,2025,8,3,August,Friday,2,0,1,0,0,0,0,0,0,0,0,0,1,2.0,19,0,6,1,2,Summer,In Progress - Early
CAND-5287,POS-126,Operations,2025-08-04,Company Website,Rejected,2025-08-04,2025,8,3,August,Monday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,19,0,6,1,7,Summer,Rejected
CAND-5305,POS-126,Unknown,2025-08-05,Linkedin,Applied,2025-08-05,2025,8,3,August,Tuesday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,19,0,6,1,1,Summer,In Progress - Early
CAND-5306,POS-126,Operations,2025-08-05,Unknown,Rejected,2025-08-08,2025,8,3,August,Tuesday,7,0,0,0,0,0,0,1,0,0,0,0,0,3.0,19,0,6,1,7,Summer,Rejected
CAND-5290,POS-126,Unknown,2025-08-15,Linkedin,Interview 1,,2025,8,3,August,Friday,3,0,0,1,0,0,0,0,1,0,0,0,0,0.0,19,0,6,1,3,Summer,In Progress - Advanced
CAND-5291,POS-126,Operations,2025-08-15,Unknown,Interview 2,2025-09-01,2025,8,3,August,Friday,4,0,0,0,1,0,0,0,0,0,0,0,0,17.0,19,0,6,1,4,Summer,In Progress - Advanced
CAND-5292,POS-126,Operations,2025-08-15,Indeed,Offer,2025-09-06,2025,8,3,August,Friday,5,0,0,0,0,1,0,0,0,1,0,0,0,22.0,19,0,6,1,5,Summer,Offer Stage
CAND-5294,POS-126,Operations,2025-09-01,Unknown,Applied,2025-09-01,2025,9,3,September,Monday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,19,0,6,2,1,Fall,In Progress - Early
CAND-5294,POS-126,Operations,2025-09-01,Job Fair,Applied,2025-09-01,2025,9,3,September,Monday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,19,0,6,2,1,Fall,In Progress - Early
CAND-5295,POS-126,Operations,2025-09-01,Company Website,Rejected,2025-09-05,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,0,0,0,1,0,4.0,19,0,6,1,7,Fall,Rejected
CAND-5307,POS-126,Operations,2025-09-04,Job Fair,Applied,2025-09-04,2025,9,3,September,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,19,0,6,1,1,Fall,In Progress - Early
