RecordID,MonthEnd,Department,Headcount,Hires,Terminations,AttritionRate
"HC-467","2022-04-29","Logistics","118","0","0","0.0000"
"HC-468","2022-04-29","Research & Development","131","3","0","0.0000"
"HC-469","2022-05-30","Sales","103","2","0","0.0000"
"HC-470","2022-05-30","Marketing","119","1","2","0.0168"
"HC-471","2022-05-30","Production","106","5","0","0.0000"
"HC-472","2022-05-30","Human Resources","121","0","0","0.0000"
"HC-473","2022-05-30","Finance","110","2","0","0.0000"
"HC-474","2022-05-30","IT Support","122","2","0","0.0000"
"HC-475","2022-05-30","Quality Control","124","2","0","0.0000"
"HC-476","2022-05-30","Logistics","121","3","0","0.0000"
"HC-477","2022-05-30","Research & Development","134","3","0","0.0000"
"HC-478","2022-06-29","Sales","104","1","0","0.0000"
"HC-479","2022-06-29","Marketing","121","2","0","0.0000"
"HC-480","2022-06-29","Production","107","2","1","0.0093"
"HC-481","2022-06-29","Human Resources","124","4","1","0.0081"
"HC-482","2022-06-29","Finance","113","3","0","0.0000"
"HC-483","2022-06-29","IT Support","121","0","1","0.0083"
"HC-484","2022-06-29","Quality Control","128","4","0","0.0000"
"HC-485","2022-06-29","Logistics","123","2","0","0.0000"
"HC-486","2022-06-29","Research & Development","137","3","0","0.0000"
"HC-487","2022-07-30","Sales","104","1","1","0.0096"
"HC-488","2022-07-30","Marketing","123","3","0","0.0000"
"HC-489","2022-07-30","Production","110","3","0","0.0000"
"HC-490","2022-07-30","Human Resources","125","1","0","0.0000"
"HC-491","2022-07-30","Finance","114","1","0","0.0000"
"HC-492","2022-07-30","IT Support","126","5","0","0.0000"
"HC-493","2022-07-30","Quality Control","132","5","1","0.0076"
"HC-494","2022-07-30","Logistics","125","2","0","0.0000"
"HC-495","2022-07-30","Research & Development","140","3","0","0.0000"
"HC-496","2022-08-30","Sales","107","3","0","0.0000"
"HC-497","2022-08-30","Marketing","129","6","1","0.0078"
"HC-498","2022-08-30","Production","115","6","0","0.0000"
"HC-499","2022-08-30","Human Resources","126","3","2","0.0159"
"HC-500","2022-08-30","Finance","114","0","0","0.0000"
"HC-501","2022-08-30","IT Support","128","2","0","0.0000"
"HC-502","2022-08-30","Quality Control","134","3","1","0.0075"
"HC-503","2022-08-30","Logistics","125","0","0","0.0000"
"HC-504","2022-08-30","Research & Development","141","2","1","0.0071"
"HC-505","2022-09-29","Sales","110","3","0","0.0000"
"HC-506","2022-09-29","Marketing","131","3","1","0.0076"
"HC-507","2022-09-29","Production","117","1","0","0.0000"
"HC-508","2022-09-29","Human Resources","128","2","0","0.0000"
"HC-509","2022-09-29","Finance","115","1","0","0.0000"
"HC-510","2022-09-29","IT Support","131","3","0","0.0000"
"HC-511","2022-09-29","Quality Control","136","2","0","0.0000"
"HC-512","2022-09-29","Logistics","125","1","1","0.0080"
"HC-513","2022-09-29","Research & Development","143","4","1","0.0070"
"HC-514","2022-10-30","Sales","112","2","0","0.0000"
"HC-515","2022-10-30","Marketing","130","1","2","0.0154"
"HC-516","2022-10-30","Production","121","4","0","0.0000"
"HC-517","2022-10-30","Human Resources","132","5","1","0.0076"
"HC-518","2022-10-30","Finance","118","5","2","0.0169"
"HC-519","2022-10-30","IT Support","132","1","0","0.0000"
"HC-520","2022-10-30","Quality Control","141","5","0","0.0000"
"HC-521","2022-10-30","Logistics","127","3","1","0.0079"
"HC-522","2022-10-30","Research & Development","144","1","1","0.0069"
"HC-523","2022-11-29","Sales","114","2","0","0.0000"
"HC-524","2022-11-29","Marketing","130","0","0","0.0000"
"HC-525","2022-11-29","Production","124","3","0","0.0000"
"HC-526","2022-11-29","Human Resources","133","1","0","0.0000"
"HC-527","2022-11-29","Finance","119","1","0","0.0000"
"HC-528","2022-11-29","IT Support","134","2","0","0.0000"
"HC-529","2022-11-29","Quality Control","141","2","2","0.0142"
"HC-530","2022-11-29","Logistics","131","5","0","0.0000"
"HC-531","2022-11-29","Research & Development","146","2","0","0.0000"
"HC-532","2022-12-30","Sales","115","1","0","0.0000"
"HC-533","2022-12-30","Marketing","134","4","0","0.0000"
"HC-534","2022-12-30","Production","125","2","1","0.0080"
"HC-535","2022-12-30","Human Resources","136","4","0","0.0000"
"HC-536","2022-12-30","Finance","120","1","0","0.0000"
"HC-537","2022-12-30","IT Support","133","0","1","0.0075"
"HC-538","2022-12-30","Quality Control","149","8","0","0.0000"
"HC-539","2022-12-30","Logistics","134","2","0","0.0000"
"HC-540","2022-12-30","Research & Development","146","0","0","0.0000"
"HC-541","2023-01-30","Sales","117","2","0","0.0000"
"HC-542","2023-01-30","Marketing","135","1","0","0.0000"
"HC-543","2023-01-30","Production","125","2","2","0.0160"
"HC-544","2023-01-30","Human Resources","137","1","1","0.0073"
"HC-545","2023-01-30","Finance","122","2","0","0.0000"
"HC-546","2023-01-30","IT Support","136","3","0","0.0000"
"HC-547","2023-01-30","Quality Control","153","4","0","0.0000"
"HC-548","2023-01-30","Logistics","137","3","0","0.0000"
"HC-549","2023-01-30","Research & Development","147","1","0","0.0000"
"HC-550","2023-02-27","Sales","120","3","0","0.0000"
"HC-551","2023-02-27","Marketing","135","1","1","0.0074"
"HC-552","2023-02-27","Production","128","3","0","0.0000"
"HC-553","2023-02-27","Human Resources","140","3","0","0.0000"
"HC-554","2023-02-27","Finance","121","0","1","0.0083"
"HC-555","2023-02-27","IT Support","137","3","2","0.0146"
"HC-556","2023-02-27","Quality Control","155","3","1","0.0065"
"HC-557","2023-02-27","Logistics","142","5","0","0.0000"
"HC-558","2023-02-27","Research & Development","147","0","0","0.0000"
"HC-559","2023-03-30","Sales","121","1","0","0.0000"
"HC-560","2023-03-30","Marketing","136","2","1","0.0074"
"HC-561","2023-03-30","Production","129","2","0","0.0000"
"HC-562","2023-03-30","Human Resources","141","1","0","0.0000"
"HC-563","2023-03-30","Finance","125","4","0","0.0000"
"HC-564","2023-03-30","IT Support","136","0","1","0.0074"
"HC-565","2023-03-30","Quality Control","158","5","1","0.0063"
"HC-566","2023-03-30","Logistics","147","5","0","0.0000"
"HC-567","2023-03-30","Research & Development","150","3","0","0.0000"
"HC-568","2023-04-29","Sales","124","3","0","0.0000"
"HC-569","2023-04-29","Marketing","138","2","0","0.0000"
"HC-570","2023-04-29","Production","132","2","0","0.0000"
"HC-571","2023-04-29","Human Resources","142","1","0","0.0000"
"HC-572","2023-04-29","Finance","130","5","0","0.0000"
"HC-573","2023-04-29","IT Support","139","3","0","0.0000"
"HC-574","2023-04-29","Quality Control","160","2","1","0.0063"
"HC-575","2023-04-29","Logistics","148","1","0","0.0000"
"HC-576","2023-04-29","Research & Development","150","0","0","0.0000"
"HC-577","2023-05-30","Sales","125","1","0","0.0000"
"HC-578","2023-05-30","Marketing","142","4","0","0.0000"
"HC-579","2023-05-30","Production","136","4","0","0.0000"
"HC-580","2023-05-30","Human Resources","146","7","2","0.0137"
"HC-581","2023-05-30","Finance","132","2","0","0.0000"
"HC-582","2023-05-30","IT Support","140","1","0","0.0000"
"HC-583","2023-05-30","Quality Control","164","4","0","0.0000"
"HC-584","2023-05-30","Logistics","152","4","0","0.0000"
"HC-585","2023-05-30","Research & Development","150","0","0","0.0000"
"HC-586","2023-06-29","Sales","128","3","0","0.0000"
"HC-587","2023-06-29","Marketing","148","6","0","0.0000"
"HC-588","2023-06-29","Production","142","6","0","0.0000"
"HC-589","2023-06-29","Human Resources","145","0","2","0.0138"
"HC-590","2023-06-29","Finance","135","3","0","0.0000"
"HC-591","2023-06-29","IT Support","143","3","0","0.0000"
"HC-592","2023-06-29","Quality Control","162","0","2","0.0123"
"HC-593","2023-06-29","Logistics","151","0","1","0.0066"
"HC-594","2023-06-29","Research & Development","151","3","2","0.0132"
"HC-595","2023-07-30","Sales","132","4","0","0.0000"
"HC-596","2023-07-30","Marketing","150","2","0","0.0000"
"HC-597","2023-07-30","Production","145","5","1","0.0069"
"HC-598","2023-07-30","Human Resources","148","3","0","0.0000"
"HC-599","2023-07-30","Finance","139","4","0","0.0000"
"HC-600","2023-07-30","IT Support","144","1","0","0.0000"
"HC-601","2023-07-30","Quality Control","163","2","1","0.0061"
"HC-602","2023-07-30","Logistics","154","3","0","0.0000"
"HC-603","2023-07-30","Research & Development","152","1","0","0.0000"
"HC-604","2023-08-30","Sales","132","1","1","0.0076"
"HC-605","2023-08-30","Marketing","151","1","0","0.0000"
"HC-606","2023-08-30","Production","148","2","0","0.0000"
"HC-607","2023-08-30","Human Resources","151","3","0","0.0000"
"HC-608","2023-08-30","Finance","143","4","0","0.0000"
"HC-609","2023-08-30","IT Support","148","4","0","0.0000"
"HC-610","2023-08-30","Quality Control","163","1","1","0.0061"
"HC-611","2023-08-30","Logistics","155","1","0","0.0000"
"HC-612","2023-08-30","Research & Development","154","2","0","0.0000"
"HC-613","2023-09-29","Sales","135","4","0","0.0000"
"HC-614","2023-09-29","Marketing","154","3","0","0.0000"
"HC-615","2023-09-29","Production","150","2","0","0.0000"
"HC-616","2023-09-29","Human Resources","155","4","0","0.0000"
"HC-617","2023-09-29","Finance","143","1","1","0.0070"
"HC-618","2023-09-29","IT Support","149","1","1","0.0067"
"HC-619","2023-09-29","Quality Control","163","0","0","0.0000"
"HC-620","2023-09-29","Logistics","160","5","0","0.0000"
"HC-621","2023-09-29","Research & Development","157","4","1","0.0064"
"HC-622","2023-10-30","Sales","140","4","0","0.0000"
"HC-623","2023-10-30","Marketing","155","1","0","0.0000"
"HC-624","2023-10-30","Production","151","2","1","0.0066"
"HC-625","2023-10-30","Human Resources","160","5","0","0.0000"
"HC-626","2023-10-30","Finance","145","2","0","0.0000"
"HC-627","2023-10-30","IT Support","150","2","0","0.0000"
"HC-628","2023-10-30","Quality Control","164","1","0","0.0000"
"HC-629","2023-10-30","Logistics","161","1","0","0.0000"
"HC-630","2023-10-30","Research & Development","158","1","0","0.0000"
"HC-631","2023-11-29","Sales","141","1","0","0.0000"
"HC-632","2023-11-29","Marketing","155","1","1","0.0065"
"HC-633","2023-11-29","Production","156","5","0","0.0000"
"HC-634","2023-11-29","Human Resources","164","4","0","0.0000"
"HC-635","2023-11-29","Finance","146","1","0","0.0000"
"HC-636","2023-11-29","IT Support","152","2","0","0.0000"
"HC-637","2023-11-29","Quality Control","166","3","2","0.0120"
"HC-638","2023-11-29","Logistics","160","1","1","0.0063"
"HC-639","2023-11-29","Research & Development","160","3","1","0.0063"
"HC-640","2023-12-30","Sales","144","4","1","0.0069"
"HC-641","2023-12-30","Marketing","155","0","0","0.0000"
"HC-642","2023-12-30","Production","157","2","1","0.0064"
"HC-643","2023-12-30","Human Resources","165","1","0","0.0000"
"HC-644","2023-12-30","Finance","150","4","0","0.0000"
"HC-645","2023-12-30","IT Support","155","4","0","0.0000"
"HC-646","2023-12-30","Quality Control","168","3","0","0.0000"
"HC-647","2023-12-30","Logistics","162","1","0","0.0000"
"HC-648","2023-12-30","Research & Development","161","1","0","0.0000"
"HC-649","2024-01-30","Sales","146","2","0","0.0000"
"HC-650","2024-01-30","Marketing","158","4","0","0.0000"
"HC-651","2024-01-30","Production","160","3","0","0.0000"
"HC-652","2024-01-30","Human Resources","165","0","0","0.0000"
"HC-653","2024-01-30","Finance","151","1","0","0.0000"
"HC-654","2024-01-30","IT Support","155","0","1","0.0065"
"HC-655","2024-01-30","Quality Control","169","2","2","0.0118"
"HC-656","2024-01-30","Logistics","165","3","0","0.0000"
"HC-657","2024-01-30","Research & Development","165","4","0","0.0000"
"HC-658","2024-02-28","Sales","148","2","0","0.0000"
"HC-659","2024-02-28","Marketing","159","0","0","0.0000"
"HC-660","2024-02-28","Production","160","2","2","0.0125"
"HC-661","2024-02-28","Human Resources","169","4","0","0.0000"
"HC-662","2024-02-28","Finance","150","0","1","0.0067"
"HC-663","2024-02-28","IT Support","157","2","0","0.0000"
"HC-664","2024-02-28","Quality Control","169","1","0","0.0000"
"HC-665","2024-02-28","Logistics","169","4","0","0.0000"
"HC-666","2024-02-28","Research & Development","167","2","0","0.0000"
"HC-667","2024-03-30","Sales","154","6","0","0.0000"
"HC-668","2024-03-30","Marketing","160","1","0","0.0000"
"HC-669","2024-03-30","Production","165","5","0","0.0000"
"HC-670","2024-03-30","Human Resources","173","4","1","0.0058"
"HC-671","2024-03-30","Finance","154","4","0","0.0000"
"HC-672","2024-03-30","IT Support","157","1","1","0.0064"
"HC-673","2024-03-30","Quality Control","171","3","1","0.0058"
"HC-674","2024-03-30","Logistics","170","1","0","0.0000"
"HC-675","2024-03-30","Research & Development","171","4","0","0.0000"
"HC-676","2024-04-29","Sales","158","4","0","0.0000"
"HC-677","2024-04-29","Marketing","161","1","0","0.0000"
"HC-678","2024-04-29","Production","168","3","0","0.0000"
"HC-679","2024-04-29","Human Resources","175","4","1","0.0057"
"HC-680","2024-04-29","Finance","157","3","0","0.0000"
"HC-681","2024-04-29","IT Support","160","3","0","0.0000"
"HC-682","2024-04-29","Quality Control","172","1","0","0.0000"
"HC-683","2024-04-29","Logistics","169","0","1","0.0059"
"HC-684","2024-04-29","Research & Development","169","0","2","0.0118"
"HC-685","2024-05-30","Sales","161","3","0","0.0000"
"HC-686","2024-05-30","Marketing","161","0","0","0.0000"
"HC-687","2024-05-30","Production","172","4","0","0.0000"
"HC-688","2024-05-30","Human Resources","177","2","0","0.0000"
"HC-689","2024-05-30","Finance","159","3","1","0.0063"
"HC-690","2024-05-30","IT Support","164","4","0","0.0000"
"HC-691","2024-05-30","Quality Control","173","1","0","0.0000"
"HC-692","2024-05-30","Logistics","174","5","0","0.0000"
"HC-693","2024-05-30","Research & Development","169","0","0","0.0000"
"HC-694","2024-06-29","Sales","161","0","0","0.0000"
"HC-695","2024-06-29","Marketing","162","1","0","0.0000"
"HC-696","2024-06-29","Production","175","4","1","0.0057"
"HC-697","2024-06-29","Human Resources","179","2","0","0.0000"
"HC-698","2024-06-29","Finance","159","0","0","0.0000"
"HC-699","2024-06-29","IT Support","165","1","0","0.0000"
"HC-700","2024-06-29","Quality Control","177","4","0","0.0000"
"HC-701","2024-06-29","Logistics","175","1","0","0.0000"
"HC-702","2024-06-29","Research & Development","171","2","0","0.0000"
"HC-703","2024-07-30","Sales","165","4","0","0.0000"
"HC-704","2024-07-30","Marketing","162","0","0","0.0000"
"HC-705","2024-07-30","Production","179","5","1","0.0056"
"HC-706","2024-07-30","Human Resources","183","4","0","0.0000"
"HC-707","2024-07-30","Finance","158","0","1","0.0063"
"HC-708","2024-07-30","IT Support","165","0","0","0.0000"
"HC-709","2024-07-30","Quality Control","178","2","1","0.0056"
"HC-710","2024-07-30","Logistics","177","2","0","0.0000"
"HC-711","2024-07-30","Research & Development","174","5","2","0.0115"
"HC-712","2024-08-30","Sales","169","4","0","0.0000"
"HC-713","2024-08-30","Marketing","164","2","0","0.0000"
"HC-714","2024-08-30","Production","180","1","0","0.0000"
"HC-715","2024-08-30","Human Resources","183","0","0","0.0000"
"HC-716","2024-08-30","Finance","162","4","0","0.0000"
"HC-717","2024-08-30","IT Support","167","3","1","0.0060"
"HC-718","2024-08-30","Quality Control","177","1","2","0.0113"
"HC-719","2024-08-30","Logistics","178","1","0","0.0000"
"HC-720","2024-08-30","Research & Development","177","4","1","0.0056"
"HC-721","2024-09-29","Sales","172","3","0","0.0000"
"HC-722","2024-09-29","Marketing","164","0","0","0.0000"
"HC-723","2024-09-29","Production","184","4","0","0.0000"
"HC-724","2024-09-29","Human Resources","185","2","0","0.0000"
"HC-725","2024-09-29","Finance","163","3","1","0.0061"
"HC-726","2024-09-29","IT Support","170","4","2","0.0118"
"HC-727","2024-09-29","Quality Control","180","3","0","0.0000"
"HC-728","2024-09-29","Logistics","181","3","0","0.0000"
"HC-729","2024-09-29","Research & Development","181","4","0","0.0000"
"HC-730","2024-10-30","Sales","177","5","0","0.0000"
"HC-731","2024-10-30","Marketing","166","2","0","0.0000"
"HC-732","2024-10-30","Production","189","6","0","0.0000"
"HC-733","2024-10-30","Human Resources","189","4","0","0.0000"
"HC-734","2024-10-30","Finance","166","2","0","0.0000"
"HC-735","2024-10-30","IT Support","171","2","0","0.0000"
"HC-736","2024-10-30","Quality Control","181","1","0","0.0000"
"HC-737","2024-10-30","Logistics","183","2","0","0.0000"
"HC-738","2024-10-30","Research & Development","184","4","1","0.0054"
"HC-739","2024-11-29","Sales","179","2","0","0.0000"
"HC-740","2024-11-29","Marketing","168","2","0","0.0000"
"HC-741","2024-11-29","Production","191","1","0","0.0000"
"HC-742","2024-11-29","Human Resources","193","4","0","0.0000"
"HC-743","2024-11-29","Finance","166","0","0","0.0000"
"HC-744","2024-11-29","IT Support","172","1","0","0.0000"
"HC-745","2024-11-29","Quality Control","182","1","0","0.0000"
"HC-746","2024-11-29","Logistics","184","1","0","0.0000"
"HC-747","2024-11-29","Research & Development","187","3","0","0.0000"
"HC-748","2024-12-30","Sales","181","2","0","0.0000"
"HC-749","2024-12-30","Marketing","170","3","1","0.0059"
"HC-750","2024-12-30","Production","192","1","0","0.0000"
"HC-751","2024-12-30","Human Resources","194","2","1","0.0052"
"HC-752","2024-12-30","Finance","169","3","0","0.0000"
"HC-753","2024-12-30","IT Support","176","4","0","0.0000"
"HC-754","2024-12-30","Quality Control","183","1","0","0.0000"
"HC-755","2024-12-30","Logistics","185","1","0","0.0000"
"HC-756","2024-12-30","Research & Development","190","3","0","0.0000"
"HC-757","2025-01-30","Sales","182","1","0","0.0000"
"HC-758","2025-01-30","Marketing","170","0","0","0.0000"
"HC-759","2025-01-30","Production","196","4","0","0.0000"
"HC-760","2025-01-30","Human Resources","193","0","1","0.0052"
"HC-761","2025-01-30","Finance","171","2","0","0.0000"
"HC-762","2025-01-30","IT Support","180","4","0","0.0000"
"HC-763","2025-01-30","Quality Control","188","5","0","0.0000"
"HC-764","2025-01-30","Logistics","187","3","0","0.0000"
"HC-765","2025-01-30","Research & Development","193","3","0","0.0000"
"HC-766","2025-02-27","Sales","185","3","0","0.0000"
"HC-767","2025-02-27","Marketing","170","0","0","0.0000"
"HC-768","2025-02-27","Production","197","3","2","0.0102"
"HC-769","2025-02-27","Human Resources","194","2","1","0.0052"
"HC-770","2025-02-27","Finance","174","3","0","0.0000"
"HC-771","2025-02-27","IT Support","182","3","1","0.0055"
"HC-772","2025-02-27","Quality Control","191","4","1","0.0052"
"HC-773","2025-02-27","Logistics","191","3","0","0.0000"
"HC-774","2025-02-27","Research & Development","195","2","0","0.0000"
"HC-775","2025-03-30","Sales","188","4","1","0.0053"
"HC-776","2025-03-30","Marketing","171","2","1","0.0058"
"HC-777","2025-03-30","Production","199","2","0","0.0000"
"HC-778","2025-03-30","Human Resources","194","2","2","0.0103"
"HC-779","2025-03-30","Finance","174","0","0","0.0000"
"HC-780","2025-03-30","IT Support","184","2","0","0.0000"
"HC-781","2025-03-30","Quality Control","192","1","0","0.0000"
"HC-782","2025-03-30","Logistics","192","1","0","0.0000"
"HC-783","2025-03-30","Research & Development","197","2","0","0.0000"
"HC-784","2025-04-29","Sales","189","2","1","0.0053"
"HC-785","2025-04-29","Marketing","173","2","0","0.0000"
"HC-786","2025-04-29","Production","201","3","0","0.0000"
"HC-787","2025-04-29","Human Resources","200","6","0","0.0000"
"HC-788","2025-04-29","Finance","174","0","0","0.0000"
"HC-789","2025-04-29","IT Support","185","3","2","0.0108"
"HC-790","2025-04-29","Quality Control","193","2","2","0.0104"
"HC-791","2025-04-29","Logistics","194","2","0","0.0000"
"HC-792","2025-04-29","Research & Development","199","2","0","0.0000"
"HC-793","2025-05-30","Sales","191","3","1","0.0052"
"HC-794","2025-05-30","Marketing","176","4","0","0.0000"
"HC-795","2025-05-30","Production","204","3","1","0.0049"
"HC-796","2025-05-30","Human Resources","201","1","0","0.0000"
"HC-797","2025-05-30","Finance","175","1","0","0.0000"
"HC-798","2025-05-30","IT Support","185","2","2","0.0108"
"HC-799","2025-05-30","Quality Control","193","2","1","0.0052"
"HC-800","2025-05-30","Logistics","194","0","0","0.0000"
"HC-801","2025-05-30","Research & Development","200","1","0","0.0000"
"HC-802","2025-06-29","Sales","196","6","0","0.0000"
"HC-803","2025-06-29","Marketing","179","2","0","0.0000"
"HC-804","2025-06-29","Production","208","4","0","0.0000"
"HC-805","2025-06-29","Human Resources","202","1","0","0.0000"
"HC-806","2025-06-29","Finance","177","3","1","0.0056"
"HC-807","2025-06-29","IT Support","186","1","0","0.0000"
"HC-808","2025-06-29","Quality Control","194","1","0","0.0000"
"HC-809","2025-06-29","Logistics","197","3","0","0.0000"
"HC-810","2025-06-29","Research & Development","201","1","0","0.0000"
"HC-811","2025-07-30","Sales","199","2","0","0.0000"
"HC-812","2025-07-30","Marketing","183","4","0","0.0000"
"HC-813","2025-07-30","Production","211","3","0","0.0000"
"HC-814","2025-07-30","Human Resources","203","1","0","0.0000"
"HC-815","2025-07-30","Finance","179","2","0","0.0000"
"HC-816","2025-07-30","IT Support","187","2","0","0.0000"
"HC-817","2025-07-30","Quality Control","198","5","1","0.0051"
"HC-818","2025-07-30","Logistics","198","1","0","0.0000"
"HC-819","2025-07-30","Research & Development","205","4","0","0.0000"
"HC-820","2025-08-30","Sales","200","1","0","0.0000"
"HC-821","2025-08-30","Marketing","186","4","0","0.0000"
"HC-822","2025-08-30","Production","212","1","0","0.0000"
"HC-823","2025-08-30","Human Resources","204","2","1","0.0049"
"HC-824","2025-08-30","Finance","181","2","0","0.0000"
"HC-825","2025-08-30","IT Support","189","2","1","0.0053"
"HC-826","2025-08-30","Quality Control","200","2","0","0.0000"
"HC-827","2025-08-30","Logistics","199","2","1","0.0050"
"HC-828","2025-08-30","Research & Development","208","3","0","0.0000"
"HC-829","2025-09-29","Sales","201","1","0","0.0000"
"HC-830","2025-09-29","Marketing","189","2","0","0.0000"
"HC-831","2025-09-29","Production","212","2","2","0.0094"
"HC-832","2025-09-29","Human Resources","206","2","0","0.0000"
"HC-833","2025-09-29","Finance","183","2","0","0.0000"
"HC-834","2025-09-29","IT Support","189","0","0","0.0000"
"HC-835","2025-09-29","Quality Control","204","4","0","0.0000"
"HC-836","2025-09-29","Logistics","200","1","0","0.0000"
"HC-837","2025-09-29","Research & Development","210","3","0","0.0000"
"HC-838","2025-10-30","Sales","204","3","0","0.0000"
"HC-839","2025-10-30","Marketing","191","3","1","0.0052"
"HC-840","2025-10-30","Production","213","2","1","0.0047"
"HC-841","2025-10-30","Human Resources","209","3","0","0.0000"
"HC-842","2025-10-30","Finance","184","1","0","0.0000"
"HC-843","2025-10-30","IT Support","189","2","2","0.0106"
"HC-844","2025-10-30","Quality Control","205","1","0","0.0000"
"HC-845","2025-10-30","Logistics","205","5","0","0.0000"
"HC-846","2025-10-30","Research & Development","212","1","0","0.0000"
