CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
"","POS-34","QC","2025-10-24","Job Fair","#N/A","2025-10-29"
"CAND-1444","POS-34"," QC ","2025-10-24"," Company Website ","Rejected","2025-11-03"
"CAND-1445","POS-34","","2025-09-15","Job Fair",""," 2025-09-15 "
"CAND-1446","POS-34","QC"," 2025-09-15 ","","","2025-09-19"
"CAND-1447","POS-34","QC","2025-09-15","Company Website","Rejected",""
"CAND-1448"," POS-34 ","QC"," 2025-09-28 ","","","2025-09-28"
"CAND-1449","POS-34","QC","2025-09-28","Company Website"," Rejected ","2025-10-04"
"CAND-1450"," POS-34 ","QC","2025-10-02","LinkedIn","Applied","#N/A"
"CAND-1450","POS-34","QC","2025-10-02","LinkedIn","Applied","2025-10-02"
"CAND-1452","POS-34","QC","","Indeed","Interview 1"," 2025-10-11 "
"","POS-34","QC","2025-10-02","Job Fair","Rejected",""
"CAND-1454","#N/A","QC","2025-08-18","Company Website","Applied","2025-08-18"
" CAND-1455 ","POS-34"," QC ","2025-08-18","Job Fair","","2025-08-23"
"CAND-1455","POS-34","QC","2025-08-18","Job Fair","Screened","2025-08-23"
"CAND-1457","POS-34"," QC "," 2025-09-18 ","Company Website","Applied","2025-09-18"
"CAND-1458","POS-34","QC","#N/A","Employee Referral","Screened","2025-09-20"
" CAND-1459 ","POS-34","QC","2025-09-18","Indeed","#N/A","2025-09-26"
"CAND-1459","POS-34","QC","2025-09-18","Indeed","Interview 1","2025-09-26"
"CAND-1461"," POS-34 ","QC","2025-09-18","Job Fair","Rejected","2025-10-01"
"","POS-34","QC","2025-08-19","Job Fair"," Rejected ","2025-08-19"
"CAND-1463","POS-34","QC"," 2025-09-26 ","Company Website","Applied","2025-09-26"
" CAND-1464 ","POS-34","QC"," 2025-09-26 ","LinkedIn","Rejected","2025-10-02"
"#N/A","POS-35","Research","2025-10-07","Job Fair","Applied","2025-10-07"
"CAND-1466","POS-35","Research","","Employee Referral"," Screened ","2025-10-11"
"CAND-1467","","Research","2025-10-07"," Job Fair ","Interview 1","2025-10-13"
"CAND-1468"," POS-35 ","#N/A","2025-10-07","#N/A"," Interview 2 "," 2025-10-16 "
" CAND-1469 ","POS-35","Research"," 2025-10-07 ","Indeed","Offer","2025-10-19"
"CAND-1469","POS-35","Research","2025-10-07","Indeed","Offer","2025-10-19"
"#N/A","POS-35","Research"," 2025-10-19 ","Indeed","",""
"CAND-1472","POS-35","Research","2025-10-09","Company Website","Applied","2025-10-09"
"CAND-1473","POS-35","","2025-10-09","Job Fair"," Screened ","2025-10-13"
"","POS-35","","2025-10-09","Employee Referral","Interview 1","2025-10-19"
"CAND-1475","POS-35"," Research ","2025-10-09","Job Fair","","2025-10-23"
"CAND-1475","POS-35","Research","2025-10-09","Job Fair","Rejected","2025-10-23"
" CAND-1477 "," POS-35 ","Research","2025-10-22","Job Fair","Applied","2025-10-22"
"CAND-1477","POS-35","Research","2025-10-22","Job Fair","Applied","2025-10-22"
"CAND-1479","POS-35","Research","2025-10-22","Job Fair","Rejected","2025-11-02"
"CAND-1480","POS-35","Research"," 2025-09-27 "," Indeed ","Applied","2025-09-27"
"CAND-1480","POS-35","Research","2025-09-27","Indeed","Applied","2025-09-27"
" CAND-1482 ","POS-35","Research","2025-09-27","","Interview 1","2025-10-10"
"CAND-1483","POS-35","Research","","Job Fair","Rejected"," 2025-10-12 "
"CAND-1484","POS-35","Research","2025-09-27","","Applied","2025-09-27"
"CAND-1485","POS-35"," Research ","2025-09-27","LinkedIn","Screened","2025-10-01"
"CAND-1486","POS-35"," Research ","","Company Website","#N/A","2025-10-07"
"CAND-1486","POS-35","Research","2025-09-27","Company Website","Rejected","2025-10-07"
"CAND-1488","POS-35","Research","2025-10-23","Company Website","Applied"," 2025-10-23 "
"CAND-1489","#N/A","Research","2025-10-23","","Screened","2025-10-27"
"CAND-1490","POS-35","Research","2025-10-23","Job Fair","Interview 1","2025-11-03"
"CAND-1491","POS-35"," Research ","2025-10-23"," Company Website ","Rejected",""
"CAND-1492","","Research","2025-09-14"," Job Fair "," Rejected ","2025-09-14"
" CAND-1493 ","POS-36","QC","2025-09-12","Employee Referral","Applied","2025-09-12"
"#N/A","POS-36","QC","2025-09-12","LinkedIn","Screened","2025-09-19"
"CAND-1494","POS-36","QC","2025-09-12","LinkedIn","Screened","2025-09-19"
"CAND-1496","","QC"," 2025-08-02 ","","Applied","2025-08-02"
"CAND-1497","POS-36","","2025-08-02","LinkedIn","","2025-08-07"
"CAND-1498"," POS-36 ","QC","2025-08-02","Indeed"," Interview 1 "," 2025-08-11 "
"CAND-1499","POS-36","QC","#N/A","Job Fair","Rejected","#N/A"
"CAND-1500","POS-36","QC","2025-10-23","LinkedIn"," Applied ","2025-10-23"
"CAND-1501","POS-36","QC"," 2025-10-23 ","Company Website","Rejected","2025-10-28"
"#N/A","","QC","2025-08-06","Job Fair","Rejected","2025-08-06"
"CAND-1503","POS-36","QC","2025-10-16","#N/A","Applied","2025-10-16"
"CAND-1504","POS-36","","2025-10-16"," Indeed ","Screened","2025-10-23"
"CAND-1505","POS-36","QC","","Job Fair","Interview 1","2025-10-29"
"CAND-1506","POS-36","QC","2025-10-16"," Job Fair ","Interview 2","2025-10-31"
"CAND-1507","POS-36"," QC ","2025-10-16","Indeed","","2025-11-03"
"","POS-36","QC"," 2025-10-16 ","Indeed"," Hired ","2025-11-06"
"CAND-1509","POS-36","QC","2025-09-09","Job Fair","Applied","2025-09-09"
"CAND-1510","POS-36"," QC ","2025-09-09","Job Fair","","2025-09-11"
"","POS-36",""," 2025-09-09 ","","Interview 1","2025-09-16"
"CAND-1511","POS-36","QC","2025-09-09","LinkedIn","Interview 1","2025-09-16"
"CAND-1513","POS-36","QC","2025-09-09","Company Website","Offer","2025-09-26"
"CAND-1514","POS-36","QC","#N/A","Employee Referral","Hired","2025-10-02"
"CAND-1515","","QC","2025-09-02","Indeed","Applied","2025-09-02"
"CAND-1516"," POS-36 ","QC","2025-09-02","Employee Referral","Screened"," 2025-09-05 "
"CAND-1517","POS-36","QC","","Employee Referral","","2025-09-09"
"CAND-1517","POS-36","QC","2025-09-02","Employee Referral","Interview 1","2025-09-09"
" CAND-1519 ","POS-36","QC","2025-09-02","LinkedIn","Offer",""
"CAND-1520","POS-36","QC","2025-09-02","Job Fair","Hired","2025-09-25"
"CAND-1521","POS-36","QC","2025-10-02","Indeed","Applied","2025-10-02"
"CAND-1522","POS-36","QC","2025-10-02","Indeed",""," 2025-10-05 "
"CAND-1523","POS-36","QC","2025-10-02","Company Website","Interview 1","2025-10-09"
"CAND-1524","POS-36","#N/A","","Employee Referral"," Interview 2 ","2025-10-11"
"CAND-1524","POS-36","QC","2025-10-02","Employee Referral","Interview 2","2025-10-11"
"CAND-1526","POS-36","QC",""," LinkedIn ","Hired","2025-10-22"
"CAND-1527"," POS-36 ","","2025-09-07","LinkedIn","Applied","2025-09-07"
"CAND-1528","","QC","2025-09-07","Company Website","Rejected","2025-09-09"
"CAND-1529"," POS-36 ","QC","2025-10-03","Job Fair","Applied","2025-10-03"
"CAND-1529","POS-36","QC","2025-10-03","Job Fair","Applied","2025-10-03"
"CAND-1531","POS-36","QC","2025-10-03","Company Website","Interview 1","2025-10-10"
"CAND-1532","POS-36","QC","2025-10-03","Indeed","Rejected","2025-10-17"
"CAND-1533"," POS-37 ","IT","2025-07-26"," Job Fair ","Rejected","2025-07-26"
"CAND-1534","POS-37","IT","2025-10-03","LinkedIn","Rejected"," 2025-10-03 "
"CAND-1535"," POS-37 ","IT","2025-08-16",""," Applied ","2025-08-16"
" CAND-1536 ","POS-37"," IT ","","LinkedIn","","2025-08-21"
"CAND-1536","POS-37","IT","2025-08-16","LinkedIn","Rejected","2025-08-21"
"CAND-1537","POS-37","IT","2025-09-03","Indeed","Rejected","2025-09-03"
"#N/A","","IT"," 2025-08-12 ","Company Website","","2025-08-19"
"CAND-1540","POS-37","IT","","Indeed","Applied","2025-08-02"
"CAND-1541","POS-37","IT","2025-08-02","Indeed","Rejected","#N/A"
"#N/A"," POS-37 ","IT"," 2025-08-09 ","Company Website","Rejected","2025-08-09"
"CAND-1543","POS-37","IT","2025-08-02"," Company Website "," Applied ",""
" CAND-1544 ","POS-37","IT","2025-08-02","Indeed","Screened","2025-08-04"
"CAND-1545","POS-37","IT","2025-08-02"," LinkedIn "," Interview 1 ","2025-08-07"
"","POS-37","","2025-08-02","Job Fair","Interview 2","2025-08-10"
"CAND-1547","POS-37","IT","2025-08-02","","Rejected","2025-08-13"
"CAND-1547","POS-37","IT","2025-08-02","LinkedIn","Rejected","2025-08-13"
"CAND-1549","POS-37"," IT ","2025-08-26",""," Applied ","2025-08-26"
"CAND-1550"," POS-37 ","IT","2025-08-26","","#N/A","2025-08-30"
"CAND-1551","POS-37","IT","2025-08-26","Employee Referral","Interview 1","2025-09-04"
"CAND-1552","#N/A"," IT ","2025-08-26","Company Website","","2025-09-09"
" CAND-1553 ","POS-37","IT","2025-08-26","Employee Referral","Offer"," 2025-09-16 "
"","POS-37","IT","","Job Fair"," Hired ","2025-09-22"
"CAND-1555","","IT","","","Rejected","2025-07-10"
"CAND-1556"," POS-37 ","IT","2025-09-10","LinkedIn","","2025-09-10"
"CAND-1557","POS-37","IT","2025-09-10"," Company Website "," Screened ","2025-09-16"
"CAND-1558"," POS-37 ","IT","2025-09-10"," Job Fair ","Rejected"," 2025-09-20 "
"","POS-37","IT","2025-08-22","Job Fair","Applied","2025-08-22"
"#N/A","POS-37","IT","2025-08-22","Employee Referral"," Screened "," 2025-08-26 "
"CAND-1561","","IT","2025-08-22","LinkedIn"," Interview 1 ","2025-09-02"
"CAND-1561","POS-37","IT","2025-08-22","LinkedIn","Interview 1","2025-09-02"
"CAND-1562","POS-37","IT","2025-08-22","Employee Referral","Interview 2","2025-09-04"
"CAND-1563","POS-37","IT","2025-08-22","Indeed","Offer","2025-09-11"
"CAND-1565"," POS-38 ","#N/A","2025-10-15","Indeed","Rejected","2025-10-15"
"CAND-1565","POS-38","QC","2025-10-15","Indeed","Rejected","2025-10-15"
"CAND-1567","POS-38","QC",""," Job Fair ","Screened","2025-10-13"
"CAND-1568","POS-38","QC"," 2025-10-07 ","Job Fair","Rejected","#N/A"
"CAND-1569","POS-38","QC"," 2025-10-21 ","Indeed","Applied","2025-10-21"
"CAND-1570","POS-38","QC","2025-10-21","Company Website","Rejected","2025-10-24"
"CAND-1571","POS-38","","","Company Website","Rejected",""
"CAND-1572","POS-38","","2025-10-05","Employee Referral","Applied",""
"CAND-1573","POS-38"," QC ","2025-10-05","Company Website","Screened","2025-10-12"
"CAND-1574","POS-38","QC","2025-10-05","Indeed","Rejected","2025-10-19"
"","#N/A","QC"," 2025-09-26 ","Indeed","Applied","2025-09-26"
"CAND-1576"," POS-38 ","QC","2025-09-26"," Company Website ","Rejected","2025-09-28"
" CAND-1577 ","#N/A","QC","","LinkedIn"," Applied ","2025-09-21"
"CAND-1578","POS-38","QC","2025-09-21","Indeed"," Screened ","2025-09-28"
"CAND-1579","POS-38","","2025-09-21","","Interview 1","2025-10-02"
"CAND-1580","POS-38"," QC ","","LinkedIn","Interview 2","2025-10-07"
"CAND-1581","POS-38","QC","2025-09-21","Employee Referral","Rejected"," 2025-10-11 "
"CAND-1582","POS-38","QC"," 2025-09-17 ","Company Website","Applied","2025-09-17"
" CAND-1583 ","POS-38","QC","2025-09-17","Employee Referral","Screened","2025-09-20"
"#N/A","POS-38","","2025-09-17"," Job Fair "," Interview 1 ","#N/A"
"CAND-1585","POS-38","QC","2025-09-17","Employee Referral","","2025-09-29"
"","POS-38","","2025-10-26","Indeed","Applied","2025-10-26"
"CAND-1587","POS-38","QC"," 2025-10-26 ","LinkedIn","Screened","#N/A"
"#N/A","POS-38","QC","2025-10-26","","Rejected","2025-11-08"
"CAND-1589"," POS-38 "," QC ","2025-10-28","Indeed","Rejected","2025-10-28"
"CAND-1589","POS-38","QC","2025-10-28","Indeed","Rejected","2025-10-28"
"CAND-1590","POS-38","QC","2025-09-17","LinkedIn","Applied","2025-09-17"
"CAND-1592","POS-38","QC","2025-09-17"," Job Fair ","","2025-09-25"
"CAND-1593","POS-38","QC","2025-09-17"," Job Fair ","Interview 2"," 2025-10-01 "
"CAND-1594","POS-38","QC","#N/A","#N/A","Offer"," 2025-10-03 "
""," POS-38 ","QC","2025-09-17","Employee Referral","Hired","2025-10-09"
" CAND-1596 ","POS-38","#N/A"," 2025-10-21 "," LinkedIn "," Applied ","2025-10-21"
" CAND-1597 ","","QC","2025-10-21","Job Fair","Screened","2025-10-28"
"","#N/A","QC","2025-10-21","#N/A","Interview 1","2025-10-31"
"CAND-1598","POS-38","QC","2025-10-21","LinkedIn","Interview 1","2025-10-31"
"CAND-1600","POS-38","QC","2025-10-29",""," Rejected ","2025-10-29"
" CAND-1601 ","#N/A","QC","2025-10-09","#N/A","","2025-10-09"
" CAND-1602 "," POS-38 ","QC","2025-09-25","Employee Referral","Rejected","2025-09-25"
"CAND-1603","POS-38","QC","","Company Website","Applied","2025-10-15"
"CAND-1604"," POS-38 ","","2025-10-15","Job Fair","Screened","#N/A"
"CAND-1605"," POS-38 ","#N/A"," 2025-10-15 ","Job Fair","Interview 1","2025-10-25"
" CAND-1606 ","POS-38","QC","2025-10-15","Indeed","Interview 2"," 2025-10-28 "
"CAND-1606","POS-38","QC","2025-10-15","Indeed","Interview 2","2025-10-28"
"CAND-1608","POS-38","","2025-10-15",""," Hired ","2025-11-07"
" CAND-1609 ","POS-39","#N/A","2025-09-18","#N/A","Applied"," 2025-09-18 "
"CAND-1610","POS-39","Research","2025-09-18","Employee Referral","","2025-09-21"
"CAND-1611","POS-39","Research","2025-09-18","Employee Referral","Interview 1","2025-09-28"
"","POS-39"," Research ","","LinkedIn","Interview 2","2025-10-01"
"CAND-1613","POS-39","Research","2025-09-18"," LinkedIn ","Rejected",""
"CAND-1614","POS-39","Research","2025-09-02","Indeed","Applied","2025-09-02"
"CAND-1615","POS-39","","","Company Website","Screened","#N/A"
"CAND-1616","POS-39","Research","2025-09-02","Employee Referral"," Interview 1 "," 2025-09-07 "
"CAND-1617","POS-39","Research",""," Employee Referral ","Interview 2"," 2025-09-14 "
"CAND-1617","POS-39","Research","2025-09-02","Employee Referral","Interview 2","2025-09-14"
" CAND-1619 ","POS-39","#N/A","","Indeed","Hired","2025-09-24"
"CAND-1620","POS-39"," Research "," 2025-09-12 ","","Applied","2025-09-12"
"CAND-1621","POS-39","Research","2025-09-12","#N/A","Screened","2025-09-18"
"CAND-1622","POS-39","Research","2025-09-12"," LinkedIn ","Rejected","2025-09-23"
"CAND-1623","POS-39","Research","2025-09-24","Job Fair","Applied","2025-09-24"
"CAND-1624","POS-39","Research","2025-09-24",""," Screened ","2025-10-01"
"CAND-1624","POS-39","Research","2025-09-24","Indeed","Screened","2025-10-01"
"CAND-1626","POS-39","Research"," 2025-09-24 "," Job Fair "," Interview 2 ","2025-10-12"
"CAND-1627","","Research","2025-09-24","LinkedIn","Offer","2025-10-19"
" CAND-1628 ","#N/A","Research","2025-09-24","Company Website","Hired","2025-10-24"
"CAND-1629","POS-39","","2025-09-30","LinkedIn","Applied"," 2025-09-30 "
"CAND-1630","POS-39"," Research ","2025-09-30","","Screened","2025-10-03"
" CAND-1631 ","POS-39","Research","2025-09-30"," Job Fair ","Interview 1","2025-10-08"
"#N/A","POS-39","Research","2025-09-30","Job Fair","Interview 2","2025-10-13"
"CAND-1633","POS-39","Research","2025-09-30"," Indeed "," Offer ","2025-10-20"
" CAND-1634 ","POS-39","Research","2025-09-30","Employee Referral","Hired","2025-10-23"
"CAND-1635","POS-39","Research"," 2025-09-21 ","Indeed","Rejected","2025-09-21"
"CAND-1636","POS-39","Research","2025-09-11","#N/A","Applied","2025-09-11"
"CAND-1637","POS-39","Research","2025-09-11","LinkedIn","","2025-09-16"
"CAND-1637","POS-39","Research","2025-09-11","LinkedIn","Rejected","2025-09-16"
"","POS-39"," Research ","2025-10-08","Job Fair","Applied"," 2025-10-08 "
"CAND-1640","POS-39","Research","2025-10-08"," Indeed ","Screened","2025-10-14"
"CAND-1641","POS-39","Research","2025-10-08","LinkedIn","Interview 1","2025-10-16"
"CAND-1642","POS-39","Research"," 2025-10-08 ","","Rejected","2025-10-19"
"CAND-1643","POS-39","Research"," 2025-10-19 ","Job Fair","","2025-10-19"
"CAND-1644","POS-39","Research","2025-10-19","Employee Referral","Screened",""
"CAND-1645","POS-39","Research"," 2025-10-19 "," Employee Referral ","Interview 1","2025-10-28"
" CAND-1646 ","POS-39"," Research ","2025-10-19","","Rejected","2025-11-03"
"CAND-1647","POS-40","Research","2025-09-26","Indeed","Rejected","2025-09-26"
"CAND-1648","POS-40"," Research ","2025-10-07","LinkedIn","Rejected"," 2025-10-07 "
"CAND-1649","","","2025-10-14","LinkedIn","Applied","2025-10-14"
"CAND-1650"," POS-40 ","Research"," 2025-10-14 "," LinkedIn ","Screened","2025-10-16"
"CAND-1650","POS-40","Research","2025-10-14","LinkedIn","Screened","2025-10-16"
"CAND-1652","POS-40"," Research ","2025-10-14"," LinkedIn ","Rejected","2025-10-27"
"CAND-1653"," POS-40 "," Research ","2025-09-03"," LinkedIn ","Applied","2025-09-03"
" CAND-1654 ","POS-40","Research","2025-09-03","","Screened","2025-09-08"
"","POS-40","","#N/A","Indeed","","2025-09-13"
"CAND-1656","POS-40"," Research ","2025-09-03","#N/A"," Interview 2 "," 2025-09-19 "
"CAND-1656","POS-40","Research","2025-09-03","Company Website","Interview 2","2025-09-19"
"CAND-1658","POS-40","","2025-10-18","Employee Referral","Applied","2025-10-18"
"CAND-1659","POS-40","Research","2025-10-18","Employee Referral","","2025-10-25"
"CAND-1660","POS-40","","","Employee Referral","Interview 1","2025-10-31"
"CAND-1661","POS-40","Research","2025-10-18","Indeed","Interview 2","2025-11-07"
"CAND-1662","POS-40","","2025-10-18","Company Website"," Offer ","2025-11-14"
"CAND-1662","POS-40","Research","2025-10-18","Company Website","Offer","2025-11-14"
"CAND-1663","POS-40","Research","2025-10-18","Job Fair","Hired","2025-11-19"
" CAND-1665 ","POS-40","Research","2025-09-08","Company Website","Applied","2025-09-08"
"CAND-1666","","Research","2025-09-08","Indeed","Screened","2025-09-10"
"CAND-1667","POS-40","Research","#N/A",""," Rejected "," 2025-09-12 "
" CAND-1668 "," POS-40 ","Research","","Company Website","Rejected",""
"CAND-1669","POS-40","Research","2025-09-17","","Applied","2025-09-17"
"CAND-1669","POS-40","Research","2025-09-17","Company Website","Applied","2025-09-17"
" CAND-1671 ","POS-40","Research","2025-09-17","LinkedIn"," Interview 1 ","2025-09-27"
"CAND-1671","POS-40","Research","2025-09-17","LinkedIn","Interview 1","2025-09-27"
"CAND-1673","POS-40","Research","2025-09-17","","Offer","2025-10-01"
"CAND-1674","POS-40","Research","2025-09-17","Company Website","Hired","2025-10-07"
"CAND-1674","POS-40","Research","2025-09-17","Company Website","Hired","2025-10-07"
" CAND-1676 ","POS-40","Research"," 2025-09-18 "," Employee Referral ","Rejected","2025-09-18"
"CAND-1676","POS-40","Research","2025-09-18","Employee Referral","Rejected","2025-09-18"
"CAND-1678","POS-40","Research","","Job Fair","Screened","2025-09-16"
"CAND-1678","POS-40","Research","2025-09-10","Job Fair","Screened","2025-09-16"
"CAND-1680","POS-40","Research","","Job Fair","Rejected",""
"","POS-40","Research","2025-09-12","Employee Referral","Applied","2025-09-12"
"CAND-1681","POS-40","Research","2025-09-12","Employee Referral","Applied","2025-09-12"
"CAND-1683","POS-40","Research","2025-09-12","","Interview 1","2025-09-23"
"CAND-1684"," POS-40 ","Research","2025-09-12","Employee Referral","Interview 2","2025-09-29"
""," POS-40 "," Research ","2025-09-12","Company Website","Rejected","2025-10-02"
"CAND-1685","POS-40","Research","2025-09-12","Company Website","Rejected","2025-10-02"
"CAND-1687","POS-40","Research","2025-09-03","Employee Referral","Screened","2025-09-05"
"CAND-1688","POS-40","Research","#N/A","Company Website"," Rejected ","2025-09-09"
"CAND-1688","POS-40","Research","2025-09-03","Company Website","Rejected","2025-09-09"
"CAND-1690"," POS-41 "," Marketing ","2025-10-02","Employee Referral","Rejected",""
"CAND-1691","POS-41","Marketing","2025-10-16","","Rejected","2025-10-16"
"CAND-1691","POS-41","Marketing","2025-10-16","LinkedIn","Rejected","2025-10-16"
" CAND-1693 ","POS-41","Marketing","2025-10-28","","Screened",""
"CAND-1694","POS-41","Marketing","2025-10-28","Company Website","Interview 1","2025-11-04"
"CAND-1694","POS-41","Marketing","2025-10-28","Company Website","Interview 1","2025-11-04"
"CAND-1696","POS-41","Marketing","2025-09-26","Job Fair","Rejected","2025-09-26"
"CAND-1697","POS-41","Marketing","2025-10-22","","Applied","2025-10-22"
" CAND-1698 ","POS-41","Marketing","2025-10-22","Company Website","Screened","2025-10-29"
"CAND-1698","POS-41","Marketing","2025-10-22","Company Website","Screened","2025-10-29"
"CAND-1699","POS-41","Marketing","2025-10-22","Job Fair","Interview 1","2025-11-01"
"CAND-1701","POS-41","Marketing","2025-08-25","","Applied","2025-08-25"
""," POS-41 ","Marketing","","LinkedIn"," Screened ","2025-08-29"
"CAND-1703","POS-41","Marketing","2025-08-25","Company Website","Rejected","2025-09-05"
"CAND-1704"," POS-41 ","Marketing","2025-10-20","","Applied","2025-10-20"
"CAND-1705","","Marketing","2025-10-20","Job Fair","Screened","#N/A"
"CAND-1706","POS-41","Marketing","2025-10-20","Company Website","","2025-11-01"
"CAND-1707","#N/A","Marketing","2025-10-20","Job Fair","Interview 2","2025-11-08"
"CAND-1708","POS-41"," Marketing ","2025-10-20","Job Fair","Rejected","2025-11-14"
"CAND-1709","POS-41","Marketing","2025-10-06","Job Fair","Rejected","2025-10-06"
" CAND-1710 ","POS-41","",""," Job Fair ","Applied","2025-09-09"
"CAND-1711","POS-41","Marketing","2025-09-09","Company Website","Screened"," 2025-09-12 "
"CAND-1712","POS-41","Marketing","2025-09-09","#N/A","Interview 1","2025-09-18"
"CAND-1713","POS-41","Marketing","2025-09-09","Company Website","Rejected"," 2025-09-22 "
"CAND-1714","POS-41","Marketing","2025-10-20","Indeed"," Applied ","2025-10-20"
"CAND-1715","POS-41","Marketing","2025-10-20","Employee Referral","Screened","2025-10-22"
"CAND-1716","POS-41","Marketing","2025-10-20","LinkedIn"," Rejected ","2025-10-28"
"CAND-1717","POS-41","Marketing","2025-08-31","Indeed","Applied"," 2025-08-31 "
" CAND-1718 ","POS-41"," Marketing "," 2025-08-31 ","Employee Referral","Rejected","2025-09-06"
"CAND-1719","POS-41","Marketing","2025-10-03","Employee Referral","Applied","2025-10-03"
"CAND-1720","POS-41","Marketing","2025-10-03","Employee Referral","Screened","2025-10-10"
"CAND-1720","POS-41","Marketing","2025-10-03","Employee Referral","Screened","2025-10-10"
"CAND-1722","POS-41","Marketing","2025-10-03","Company Website","Rejected"," 2025-10-23 "
"CAND-1723"," POS-41 ","Marketing","2025-10-22","Job Fair","Rejected","#N/A"
"CAND-1724","POS-42","Operations","2025-10-01","Indeed","","#N/A"
"CAND-1725","POS-42","Operations","2025-10-01","Indeed","Screened","2025-10-08"
"CAND-1725","POS-42","Operations","2025-10-01","Indeed","Screened","2025-10-08"
"CAND-1727","POS-42","#N/A","2025-10-01","Job Fair","Interview 2","2025-10-19"
"CAND-1728","POS-42","Operations","2025-10-01","Job Fair","Rejected","2025-10-23"
"CAND-1729","POS-42","Operations","","Employee Referral","Applied","2025-09-16"
"CAND-1730","POS-42",""," 2025-09-16 ","Indeed","Screened","2025-09-20"
"CAND-1731"," POS-42 ","Operations","2025-09-16","Indeed","Interview 1","2025-09-23"
"CAND-1732","POS-42","Operations","2025-09-16","Job Fair","Interview 2","2025-09-27"
"CAND-1733","POS-42","Operations","2025-09-16","Company Website","Offer","2025-10-04"
"CAND-1734","POS-42","Operations","2025-09-16"," Job Fair ","Hired","2025-10-10"
"CAND-1735","POS-42","Operations","2025-07-08","LinkedIn"," Applied "," 2025-07-08 "
"CAND-1736","#N/A","Operations","#N/A","#N/A","Screened",""
"CAND-1737","POS-42","Operations","","Company Website","Interview 1","2025-07-17"
"CAND-1738","#N/A","Operations","2025-07-08","","Rejected","2025-07-22"
"CAND-1739","POS-42"," Operations ","2025-08-06","Company Website","Applied","2025-08-06"
"","POS-42","Operations","2025-08-06","","Screened","2025-08-09"
"CAND-1741"," POS-42 "," Operations ","2025-08-06","Company Website","Rejected","2025-08-16"
"CAND-1741","POS-42","Operations","2025-08-06","Company Website","Rejected","2025-08-16"
"#N/A","POS-42","Operations",""," Indeed ","Screened","2025-08-31"
"CAND-1744","POS-42","Operations","2025-08-27","Job Fair","Interview 1","2025-09-02"
"CAND-1744","POS-42","Operations","2025-08-27","Job Fair","Interview 1","2025-09-02"
"CAND-1746","POS-42","","","Company Website","Offer","2025-09-10"
"CAND-1747","","Operations","2025-08-27","Company Website","Hired","2025-09-14"
"CAND-1748",""," Operations "," 2025-09-24 "," Company Website ","Applied"," 2025-09-24 "
"CAND-1749","","Operations","2025-09-24","Indeed","Screened",""
"CAND-1749","POS-42","Operations","2025-09-24","Indeed","Screened","2025-09-28"
" CAND-1751 ","POS-42","Operations","2025-07-23","","Applied"," 2025-07-23 "
"CAND-1751","POS-42","Operations","2025-07-23","Job Fair","Applied","2025-07-23"
"CAND-1753","POS-42","","2025-07-23","Employee Referral","Interview 1",""
"CAND-1754","POS-42","Operations","2025-07-23","LinkedIn","Interview 2"," 2025-07-30 "
"","POS-42","Operations",""," Job Fair ","Offer","#N/A"
"CAND-1756","POS-42","Operations","2025-07-23","Indeed"," Hired ","2025-08-05"
"CAND-1757","POS-42","Operations","2025-07-12","","Applied","2025-07-12"
"CAND-1758","POS-42","#N/A","#N/A","Job Fair","Screened","2025-07-15"
"CAND-1758","POS-42","Operations","2025-07-12","Job Fair","Screened","2025-07-15"
"CAND-1759","POS-42","Operations","2025-07-12","Indeed","Interview 1","2025-07-20"
"CAND-1760","POS-42","Operations","2025-07-12","Indeed","Interview 2","2025-07-24"
"","POS-42"," Operations ","2025-10-21","Indeed","Rejected"," 2025-10-21 "
" CAND-1763 ","POS-42","Operations","2025-07-27","LinkedIn","","2025-07-27"
"CAND-1764","POS-42","","2025-07-27","Employee Referral","Rejected","2025-08-03"
"","POS-42"," Operations ","","Company Website","#N/A","2025-09-06"
"CAND-1766","POS-42","Operations","2025-07-08","Employee Referral","Applied","2025-07-08"
"CAND-1767"," POS-42 ","","2025-07-08","","Screened","2025-07-15"
""," POS-42 ","Operations"," 2025-07-08 "," Company Website "," Rejected ","2025-07-19"
"CAND-1769","#N/A","Operations","2025-08-13","Company Website","Rejected",""
"CAND-1769","POS-42","Operations","2025-08-13","Company Website","Rejected","2025-08-13"
"CAND-1771",""," Operations ","2025-09-28","Employee Referral","Applied","2025-09-28"
"CAND-1772","POS-42","Operations","","LinkedIn","Screened","2025-10-05"
"CAND-1773","POS-42","Operations","2025-09-28","Company Website"," Rejected ","2025-10-09"
"","POS-43","Marketing","2025-07-22","Job Fair","Applied",""
" CAND-1775 ","POS-43","Marketing","2025-07-22","Indeed","Screened","2025-07-28"
"CAND-1776","POS-43","Marketing","2025-07-22"," Company Website ","Interview 1","2025-08-02"
"#N/A","POS-43","","2025-07-22","LinkedIn","Interview 2",""
"CAND-1778","POS-43",""," 2025-07-22 "," Job Fair ","Offer","2025-08-13"
"","POS-43","Marketing"," 2025-07-22 ","Company Website","Hired","2025-08-20"
"CAND-1779","POS-43","Marketing","2025-07-22","Company Website","Hired","2025-08-20"
"CAND-1781","POS-43","Marketing","2025-08-30"," LinkedIn ","#N/A","2025-09-05"
"CAND-1782","POS-43","Marketing"," 2025-08-14 ","Job Fair","Applied","2025-08-14"
